PM2_5,PM10,NO,NO2,NH3,CO,SO2,O3
80.5,103.25,1.95,19.03,18.12,0.1,21.97,74.98
76,104.75,2.32,19.05,18.13,0.13,16.5,89.67
55.5,83.5,2.25,14.3,12.7,0.1,11.1,109.75
54.75,84.25,65.28,83.6,9.85,0.1,9.4,112.2
47.25,78.5,1.6,15.57,14.73,0.08,8,117.1
53.5,79,0.93,14.5,15.08,0.08,7.77,124.45
53,86.25,0.85,15.17,14.45,0.1,9,129.37
56.25,94,1.62,19.12,13.05,0.1,8.95,122.98
60.75,111.5,1.72,26.13,12.05,0.1,9.5,101.45
73.75,131.5,1.53,38.2,13.33,0.1,10.5,84.3
86.25,149.5,2.17,49.78,14.95,0.1,10.88,64.7
103,162,0.98,32.75,14.88,0.1,7.17,61.75
88.25,132.25,1.47,31.25,15.38,0.1,6.77,63.67
86.25,127.5,1.3,22.18,16.32,0.1,7.15,70.57
76,109.5,1.35,26.6,15.17,0.1,7.55,65.17
69.75,107,0.95,30.2,15.35,0.13,6.02,43.57
71,113.25,0.8,36.35,13.98,0.1,5.03,41.65
81.25,119.5,2.6,58.93,14.48,0.1,5.3,10.78
93.5,133.75,1.22,36.1,15.68,0.1,4.9,21.55
92.25,133,9.57,63.57,12.65,0.1,5,5.4
92.25,156.75,12.25,61.6,16.22,0.1,5.23,4.9
90,174,20.05,71.3,17.65,0.3,3.85,5.9
100.75,169.5,13.15,55.12,18.92,0.25,2.8,11.25
96.5,147.25,5.23,38.12,21.45,0.35,3.9,40.18
92.25,134.5,2.42,27.53,18.92,0.65,6.78,83.77
82,118.75,2.35,28.62,24.15,0.13,3.98,119.07
59.5,106,123.25,150.92,5.57,0.2,11.15,142.1
63.5,100.5,1.32,18.78,15.95,0.15,15.47,145.03
67.5,107,1.38,18.48,15.42,0.1,15.33,142.1
59,95.75,1.82,19.65,15.42,0.1,14.9,129.35
61.5,97.75,1.63,19.02,14.85,0.08,11.62,109.27
53,108.5,1.75,37.43,11.5,0.1,10.1,83.3
62,145.5,1.4,34.37,12.5,0.08,10.15,80.85
77.25,157,1.12,28.6,14.95,0.08,11.15,90.15
100,164.5,1.25,27.2,15.25,0.1,13.38,94.55
106.5,151.5,0.92,29.05,13.75,0.1,12.42,85.28
95.25,153.5,1.17,42.85,17.23,0.1,9.8,66.12
114,161.25,2.48,46.7,18.02,0.1,9.17,39.7
124.5,183.75,1.55,50.83,18.2,0.05,10.18,29.42
131.75,195.25,12.05,80.57,17.55,0.05,9.72,8.3
139.5,196,28.5,81.92,20.75,0.08,10.17,6.85
139,196,9.65,68.23,18.15,0.08,9,10.8
141.25,209.75,32.25,99.63,18.95,0.03,9.95,9.78
135,205.25,21.1,80.05,16.77,0.08,9.78,6.85
129.25,209.5,9.75,54.43,16.23,0.08,6.65,7.85
126.25,194.5,31.75,93.77,17.9,0.05,7.18,11.28
133.5,231,4.95,39.02,19.25,0.08,10.8,55.38
108,165,1.85,20.5,19.57,0.1,15.5,98.48
87.75,121.25,1.18,15.1,19.85,0.1,16.37,126.42
81,113,1.08,18.95,20.62,0.1,15.48,138.7
71.5,114.25,0.72,12.05,17.5,0.1,22.55,142.1
67,106.5,0.65,12.4,20.43,0.1,24.97,141.6
64.75,103,0.28,12.57,18.95,0.1,29.4,149.92
65,108.25,0.28,11.75,17.35,0.1,32.03,147.97
62.25,108.5,0.32,13.25,16.7,0.1,27.53,138.65
75.5,121.5,1.15,20.27,18.18,0.1,21.95,119.05
90.5,152,0.75,35.02,17.65,0.1,19.83,98
113.75,203,2.7,78.05,19.62,0.13,20.73,57.33
136.5,218.25,0.58,57.48,19.28,0.05,16.4,58.8
121,192,4.92,58.48,19.23,0.05,15.38,53.9
135,214.25,4.48,68.15,17.88,0.08,14.53,40.67
138.75,220,5.38,77.52,19.68,0.08,11.25,15.17
135,282.25,11.82,86.73,18.03,0.05,10.9,8.33
141.25,269.25,15.57,100.95,19.9,0.08,10.97,9.33
127.75,202,5.12,86.45,16.35,0.03,9.73,9.3
115,187.75,4.62,63.03,18.52,0.03,8.6,8.33
122.25,209.75,1.48,43.38,17.17,0.08,7.42,13.73
118.25,206.25,15.65,78.55,19.07,0.05,8.92,6.38
123.25,258.75,7,56.27,20.5,0.08,7.43,11.75
127.25,238,15.97,73.82,21.3,0.08,9.02,15.23
123.25,186.75,3.7,39.2,20.83,0.05,13.72,55.35
102.25,149.25,2.4,26.05,21.9,0.1,16.85,91.62
33,53,0.7,7.3,11.47,0.05,17.95,62.23
67.75,105.5,66.75,86.48,17.97,0.13,18.48,131.8
62,103.25,1.32,18.7,20.63,0.15,18.88,135.7
56.5,98,0.75,15.42,16.28,0.1,19.05,140.13
57.25,90.25,1.52,20.55,17.15,0.1,19.57,144.03
57.5,98.5,1.47,22.43,16.92,0.08,19.17,141.6
37.75,58.25,1.23,13.7,7.95,0.05,8.55,61.75
92.5,136.25,2.98,47.9,17.6,0.1,20.22,106.83
114.75,190.25,2.7,74.62,18.45,0.1,19.65,60.77
126.25,218.5,1.88,71.73,18.8,0.03,17.98,41.65
129.5,215.25,1.95,57.45,29.48,0.4,16.3,63.22
108.25,180,3.63,72.5,19.35,0.63,12.48,27.42
106.75,204.75,6.07,94.9,12.43,0.08,9.68,8.8
120.75,222.5,3.5,72.97,20.15,0.18,16.7,26.92
122.5,203,1.03,38.38,18.07,0.05,18.8,48.52
101.5,166.25,0.55,34.73,18.77,0.08,19.03,44.6
101.75,170.25,0.55,47.4,19,0.1,15.8,10.77
117,183.25,0.28,34.12,18.97,0.08,13.5,26.92
121.75,177,14,91.38,19.67,0.05,15.4,6.88
127,208.75,2.18,54.6,24.53,0.25,9.3,18.63
125.5,200.75,6.6,45.9,24.6,0.18,9,21.58
111,175.75,3.1,33.85,25.15,0.6,10.2,77.95
81.25,136.25,1.88,24.47,14,0.1,14.4,106.83
78,127.5,1.98,20.62,18.2,0.1,11.12,126.4
75.75,123.25,1.35,20,21.98,0.13,17.72,144.08
79.25,120.25,0.95,17.52,16.05,0.1,17.6,144.05
78.75,130.5,1.5,19.47,16.33,0.1,18.25,133.78
84,141,1.9,26.57,16.53,0.1,19.58,115.65
120.5,183.25,1.72,50.88,23.22,0.1,22.07,87.2
159,232.5,2.43,56.3,19.57,0.03,16.12,48.02
137.5,219,1.78,51.35,21.97,0.08,18.38,69.6
144.75,213.5,2.82,52.08,27.08,0.48,16.43,70.08
114.5,169,1.2,27.15,23.92,0.23,15.47,80.85
98.75,145.75,1.77,37.47,29.45,0.28,12.65,66.62
84.75,132.75,1,42,18.45,0.43,9.3,49.95
82.25,134,1,33.55,14.58,0.08,12.1,47.55
86,140,0.7,60.7,12.05,0.08,9.28,10.78
102.25,168.5,11.05,89.1,12.92,0.03,7.9,6.35
103,163.5,18.05,94.25,15.52,0.05,6.87,4.4
105.5,168,16.25,80.5,15.2,0.05,7.48,5.38
119.25,187.5,11.7,60.15,25.07,0.35,9.23,15.7
123.75,176,2.98,30.5,16,0.18,11.2,62.22
80.5,125.5,2.93,26.38,13.35,0.08,15.38,107.3
74.75,115,2.35,24.12,14.98,0.08,16.05,130.37
62.25,107.25,65.97,84.82,13.28,0.1,19.32,142.6
62,102.5,1.3,18.85,19.03,0.1,17.78,145.05
57,100.5,0.85,16.28,18.3,0.1,16.47,147
50.25,91,1.63,25.28,17.65,0.08,15.08,147
24,48,0.58,11.5,7.27,0.08,8.15,68.1
47,104.5,1.92,40.85,11.03,0.1,14.33,114.18
52,133.5,1.72,46.05,14.23,0.1,15.03,100.93
83.75,174.5,2.27,57.58,23.95,0.05,18.12,86.72
128.75,212,5.47,79.9,23.57,1.97,16.7,55.35
109.75,208.75,6.38,85.98,22,1.62,16.05,44.1
97,189.25,1.88,44.85,19.45,0.83,17.15,85.25
88,160,0.75,27.55,17.03,0.1,16.37,100
93,152.75,1.15,31.85,16.25,0.08,14.73,90.15
86.5,157,0.85,38.55,18.05,0.18,14.55,84.27
84.25,153.5,0.63,37.23,17.75,0.08,13.3,65.15
81.75,151.25,0.38,38.78,18.8,0.1,12.98,45.1
81,149,1.05,64.22,22.77,0.57,8.08,18.12
93,164.75,3.58,69.2,19.4,0.05,7.7,16.17
99,166.75,7.75,55.22,15.28,0.05,8.5,33.8
101.5,176,8.9,58.92,23.8,0.08,10.28,15.17
111.75,182.5,3.68,50.93,26.12,0.43,14.1,59.78
109.75,178,1.72,30.08,23.28,0.18,21.33,113.2
75,129,1.68,23.25,16.5,0.1,18.43,132.32
59.25,114.25,65,89.17,10.83,0.1,16.17,141.13
48.75,103.75,1.8,23.28,14.17,0.1,14.25,142.13
47.5,93.5,1.75,25.58,10.42,0.1,13.6,143.08
57.5,99.5,1.92,30.9,9.97,0.1,14.88,143.55
60.75,99.5,1.55,30.25,10.43,0.1,15.35,138.65
54.75,104,4.72,50.05,12.1,0,14.33,106.83
55.25,136.75,6.92,76.07,15.72,0.08,15.25,64.67
72.75,168,7.25,72.03,14.5,0.03,10.8,45.08
70.25,152.25,22.88,109.3,16.95,0.03,12.1,10.78
108.5,224.75,17.48,96.08,23.05,0.05,13.33,13.25
117,212.25,2.22,40.5,28.15,0.63,11.85,53.9
77.5,153,1.75,53.25,16.13,0.27,11.3,30.88
85.75,170.25,7.15,74.82,12.77,0.1,9.03,8.33
90,193,11.6,95.08,23.75,0.2,11.6,6.85
97.75,189.25,25.65,112.65,17.93,0.65,11.1,3.93
100.25,187.5,7.43,61.95,20.2,0.03,10.17,14.23
89.25,155.25,1.68,40.8,19.82,0.05,11.18,33.8
80.75,135.25,1.15,33.6,18.88,0.05,11.6,42.15
85,143.25,0.8,35.65,19.95,0.05,10.68,30.9
100,184,10.57,58.8,15.95,0.1,8.23,9.8
103.25,247,8.38,58.97,34.9,0.08,11.98,25.47
92.5,210.5,2.45,36.5,45.33,0.27,8.7,76.45
71.5,152.75,3.65,53.8,36.9,0.15,56.18,77.92
77,137,63.7,91.62,13.37,0.1,39.98,121.05
54.75,99,1.5,25.95,19.4,0.13,40.75,115.68
48,92.5,3.43,54.25,15.62,0.1,149.02,93.1
40,93.25,3.57,56.83,19.43,0.23,182.72,92.12
53.5,120.5,1.85,28.4,12.85,0.05,16.1,99.95
63.5,150.75,5.05,64.52,17,0.08,18.47,71.02
83.75,174.75,4.15,66.18,11.85,0.05,13.25,56.35
68.25,149.5,2.43,40.38,14.35,0.1,10.78,65.65
71.25,144,1.32,30.05,15.38,0.08,7.75,68.12
78,132,1.82,47.9,13.8,0.05,6.68,55.4
68.5,128.5,4.2,51.12,29.55,0.13,14.77,50.97
64,117,0.4,33.33,17.6,0.15,8.8,46.55
38,69,0.7,22.65,9.28,0.03,3.5,17.15
77.75,133.75,2.03,36.32,19.4,0.03,6.38,38.23
67.75,112.5,2.27,44.23,18.85,0.1,7.83,20.07
77.75,143.5,2.75,48.3,20.38,0.08,6.72,8.33
84,149.25,0.85,33.65,20.72,0.05,5.85,17.18
89.75,144.75,1.88,47.67,29.17,0.08,7,12.72
103,159.75,8.6,58.05,23.05,0.15,8.82,12.28
115.75,195.25,6.57,48.8,32.82,0.08,6.65,30.38
101.75,178.75,2.82,31.23,29.2,0.45,6.75,81.82
83.25,153.75,2.6,33.62,18.2,0.15,9.4,114.65
77.5,127.25,64.17,88.12,16.5,0.1,20.6,145.52
83.5,129.75,1.97,27.4,25.82,0.25,20.07,155.3
86,135.75,1.38,24.22,24.7,0.3,19.65,154.33
81.75,134.25,1.6,31.6,22.05,0.28,15.68,146.53
75.25,122.75,1.6,23.67,19.2,0.25,15.6,143.55
76,122,1.25,22.25,15.4,0.1,16.05,121.55
92,152.5,1.47,39.63,15.5,0.08,17.3,98.98
117.5,197.25,2.92,60.4,18.23,0.28,16.47,68.6
122.25,208.75,4.43,53.08,18.75,0.28,13.37,71.05
98.25,184.5,3.65,63.2,18.55,0.08,13.72,35.8
106,203.75,3.9,65.87,20.2,0.08,11.5,31.35
109,203,2.23,58.83,21.08,0.08,11.8,39.18
107.25,193.5,14.13,92.32,18.75,0,10.5,5.38
112.25,221,9.52,81.98,18.5,0.03,9.25,9.8
116.75,206.5,4.55,69.15,21.57,0.05,9.02,17.15
114.75,191.75,4.43,53.8,30.8,0.38,6.53,20.1
105.5,175,3.15,64.57,32.15,0.4,4.75,10.28
115.5,187.75,2.67,63.52,33.08,0.48,4.45,14.2
119.25,187.5,11.45,63.55,19.83,0.22,11.38,10.28
135.25,209,7.45,52.93,19.7,0,11.2,29.38
127.25,199.25,3.62,27.05,20.07,0.03,12.6,71.52
97.25,146.25,1.5,21.4,16.88,0.1,12.25,99.98
84,130.5,1.35,19.43,21.8,0.03,12.35,119.1
81.25,131.25,0.8,24.37,35.25,0.35,11.85,128.38
77.5,126.75,1.1,36.08,42.75,0.5,8.85,134.75
74.5,121.5,1.05,24,20.5,0.43,11.55,136.7
77,123.75,0.9,16.2,15.17,0.1,14.58,132.3
70.5,116.5,0.6,16.65,14.35,0.1,16.6,123.48
71.5,118.25,0.83,19.02,14.15,0.1,15.03,111.25
78.5,132.25,0.85,28.25,15.42,0.13,13.1,92.6
84,155,2.17,58.13,28.38,0.28,11.85,56.83
109,189,2.98,75.5,24.58,0.2,11.22,38.22
118.5,194.75,2.07,45,22.35,0.18,9.97,56.35
112.75,176,3.17,52.35,19.5,1.02,8.8,40.65
118,176,1.6,25.8,18.1,0.08,7.45,65.63
100,147.75,0.97,32.43,15.3,0.05,7.42,63.2
89.5,136.75,1.08,24.7,16.57,0.05,8.05,64.65
97.75,146.75,1.87,40.7,18.9,0.05,8,33.32
109.25,162,0.88,35.05,20.57,0.08,8.2,27.45
109,164.75,0.68,40.6,25.78,0.08,7.5,15.2
106,162.5,1.55,39,23.03,0.38,6.17,11.78
110,165.25,8.85,54.12,18.8,0.1,6.9,9.8
122,187,3.07,34.45,17.53,0.08,4.93,21.05
122.5,186.75,3.97,38.75,19.3,0.05,7.53,34.8
120.5,180,1.35,22.22,22.1,0.05,8.95,83.3
111.5,161.5,1.13,18.72,22.35,0.1,9.72,117.6
116.5,161.25,0.58,16.5,22.32,0.1,16.78,132.77
115,164.5,1.18,23.57,38.2,0.08,22.55,141.13
106.75,162.25,0.95,26.88,27.12,0.28,20.42,150.9
108.5,161.75,0.67,16.15,16.98,0.1,17.3,146.53
107,168.75,0.73,18.23,19.1,0.08,17.5,145.05
107.5,179.5,0.7,32.15,21.3,0.1,26.2,142.6
108.75,193.25,1.32,34.32,24.6,0.1,19.85,110.25
108.75,186.75,0.7,28.62,26.85,0.1,16.7,95.08
110,191.5,1.23,35.78,23.68,0.08,15.73,74.95
113.5,196,1.85,37.22,20.47,0.08,11.58,48.5
127.75,203.75,1.1,32.12,21.82,0.08,9.67,51.98
111.5,169,2.52,37.38,19.1,0.1,8.47,38.23
110.5,156.75,2.53,46.27,18.38,0,5.77,29.88
114,157.75,1.95,48.2,24.5,0.05,7.52,28.93
118,162.75,0.88,37.67,23.65,0.05,9.03,31.35
112,161,0.7,32.53,25.32,0.23,9.73,34.77
112.25,160.5,0.3,32.8,19.55,0.1,8.53,23.02
113,169,1.97,47.82,19.3,0.08,8.95,10.77
121,177,1.32,38.45,28.15,0.05,9.03,19.1
155.25,222.75,4.85,56.75,33.55,0.32,8.1,9.8
163.5,275.25,4.1,45.35,22.27,0.72,2.05,16.67
99,153,2.25,27.28,13.25,0.08,2.25,43.62
106.25,143,3.05,32.75,15.47,0.03,2.57,58.32
101,140,2.25,22.65,20.02,0.1,4.12,90.15
100.25,158.25,66.13,121.35,20.3,0.1,150.25,70.55
98.5,161.25,3.38,27.15,28,0.15,27.4,102.9
82.5,132.25,2.22,21.95,28.85,0.25,15,126.9
81.5,131.5,2,26.65,27.65,0.2,14.55,129.85
76.5,130.75,1.12,28.47,23.68,0.2,15.08,131.83
90,161.25,1.43,55.88,18.18,0.1,15.5,99
111.75,217.5,2.95,69.1,19.7,0.1,19.88,78.43
119,208.5,2.75,45.35,18.92,0.1,22.02,86.73
104.75,193,2,44.28,18.22,0.05,21.73,85.72
98,187,1.68,44.23,32.7,0.43,18.68,87.7
101.75,184.5,4.5,67.62,19.58,0.5,17.78,47.52
140.5,260.75,2.7,64.07,14.73,0.25,16.52,28.92
124.75,256,2.83,63.9,21.08,0.23,15.48,26.95
122.5,209.75,2.6,65.52,19.25,0.05,15.22,29.4
110.5,189.75,4.53,61.85,19.15,0.1,14.67,22.55
123,210.5,14.48,80.2,22.3,0.3,18.23,10.3
134.75,238,8.35,73.35,18.5,0.03,13.12,16.65
99.75,181.5,16.68,78.95,26.3,0.23,10.98,10.3
106.25,189.25,27.88,92.75,39.57,0.3,6.62,8.8
110.75,216.75,15.9,79.18,42.82,0.05,1.67,11.28
114,237.25,8.52,74.4,43.93,0.6,2.65,30.87
121,222,4.3,47.57,20.9,0.8,16.3,85.28
131.75,220,3.12,35.8,20.38,0.1,19,129.87
102.5,159.25,62.38,88.17,19.2,0.53,31.55,156.8
90.5,142,1.9,23.5,21.93,0.3,29.82,143.05
74.75,122,1.92,22.6,20.63,0.4,24.6,142.6
65.5,114,3.05,30.97,19.15,0.23,21.9,130.35
59.75,113.5,5.35,32.3,12.68,0.23,22.45,126.4
64.25,131.75,2.5,32,11.92,0.13,17.1,98.5
61.75,144,3.17,63.82,12.83,0.1,16,54.9
77.5,174.25,8.63,93.98,14.5,0.1,20.08,48.03
129.75,216.25,18.13,124.23,14.78,0.1,20,14.7
128,252.25,4.52,89.7,15.8,0.05,16.18,18.15
99.5,224.25,4.82,75.55,14.53,0.1,20.98,36.75
107.5,205,17.9,98.02,16.25,0.1,19.05,15.67
117,235.5,11.35,94.35,16.1,0.1,15.85,8.8
114.5,276.5,20.8,111.07,14.73,0.08,14.17,7.8
116,231.25,22.07,106.27,15.65,0.05,13.77,6.83
117,221.75,21.3,86.42,17.43,0.05,10.08,9.8
118.5,208.25,2.2,51.62,18.55,0,10.1,19.6
110.75,205.5,20.62,75.25,19.47,0.05,11.12,8.8
105.5,212.75,28.33,93.35,19.53,0.1,10.65,7.8
112.5,219,8.33,48.85,21.03,0.1,9.83,15.68
100.5,178.5,7.98,57.62,21.38,0.1,12.45,28.9
117,219.25,5.17,34.9,19.57,0.3,17.07,83.3
97,163,2.17,30.25,17.95,0.1,15.05,119.08
52.25,102.25,62.18,87.05,16.83,0.1,21.28,142.6
47.25,96.5,1.3,21.35,22.63,0.23,20.12,145.05
47.75,101.5,1.62,21.93,20.28,0.15,21.32,143.1
46.75,92,2.1,19.35,17.67,0.15,21.52,141.13
46.75,88,1.08,18.55,14.78,0.15,21.55,136.2
49.5,101,2,31.77,17.03,0.1,16.15,109.77
57.75,134.5,2.15,55.75,23.72,0.15,13.45,86.23
80.5,171,5.9,108.15,21.88,0.75,12.6,43.13
88,168,3.4,99.2,27.85,0.1,11.28,25.47
111,223.75,7.6,95.73,17.75,2.33,19.13,30.87
125,219.5,3.72,84.67,19.15,1.15,19.4,30.85
118.5,206.75,3.63,57.42,16.8,0.08,17.08,53.92
103.25,164.25,1.45,26.75,17.05,0.08,14.03,75.93
89,138,1.5,45.75,16.9,0.03,11.62,51.48
84.75,154.75,1.93,42.57,25.12,0.18,10.25,45.55
76,139,2.27,59.67,34.03,0,4.65,18.1
75.25,149.75,17.97,115.02,34.23,0.32,0.08,1.98
94.25,185.75,14.73,91.7,23.42,0.95,1.92,12.73
105.25,193.75,7.03,76.85,29.75,0.23,5.5,15.18
113.75,187.5,5,62.07,18.45,0.83,13.7,25
128,198,4.53,44.23,16.1,0.05,16.95,49
103.75,177.75,2.43,32.6,16,0.1,21.47,85.75
84,160,2.2,25.72,16.57,0.1,18,114.65
56.75,102.75,63.47,87.35,14.82,0.1,9.23,117.6
46.25,84.75,1.75,20.25,17.55,0.1,6.87,113.7
40,74,1.72,22.7,16.5,0.1,4.8,102.4
25.75,58.5,1.4,15.75,13.97,0.15,2.12,101.93
24.25,57,1.55,17.25,13.75,0.08,5.4,112.22
40.5,90.25,2.25,22.42,12.92,0.13,6.65,92.1
43.5,110.25,1.7,27.4,12.05,0.1,7.6,74.48
51,116.75,1.7,31.18,12.95,0.1,10.28,79.88
61.75,134,1.03,59.45,12.97,0.1,9.8,47.55
70.5,160.25,2.25,47.35,14.4,0.1,9.43,54.4
85,160.5,2.07,66.62,17.68,0.05,10.45,45.07
97,168,0.5,29.02,16.67,0,11.68,75.95
77.25,134.75,0.78,22.85,16.2,0.08,10.85,72.05
56.5,107.5,0.8,28.5,15.9,0.1,9.6,67.12
54.75,100.5,0.65,28.82,16.52,0.1,7.88,46.07
53.5,102.25,0.7,32.4,15.88,0.1,7.27,35.27
57.75,111.25,1.15,23.45,17.93,0.1,8.62,61.25
74,134.75,1.25,33.65,18.28,0.1,9.25,35.27
79,133.5,1.97,39.85,20.8,0.1,6.5,18.63
85.5,138,3.92,35.3,20.57,0.1,6.45,27.45
78,139.5,5.08,38.72,18.53,0.1,9.88,57.3
63,114.75,4.1,25.4,15.93,0.1,12.53,80.85
45.75,81.5,2.07,18,16.5,0.1,8.6,90.65
36.75,65.75,60.57,85.7,18.9,0.13,4.18,98
31.75,57.25,1.23,15.95,22.35,0.13,2.7,104.85
36,61.25,0.92,17.23,20.3,0.15,3.18,109.75
32,62.25,1.48,20.98,16.45,0.08,7.3,109.78
29.75,65.25,1.78,23.97,12.45,0.1,6,112.22
32.75,79.75,1.95,24.43,11.38,0.1,6.6,92.63
40.5,109.5,1.15,26.23,13.28,0.08,9.45,69.1
60,135.25,4,53.63,11.05,0.05,10.85,43.6
68.75,154.25,3.28,54.6,15.62,0.08,12.32,35.77
65.5,150.25,7.87,57.55,12.73,0.03,10.18,39.2
58.75,137.5,1.53,46.62,22.6,0.38,8.12,30.38
64.75,149.5,3.7,73.93,16.12,0.53,8.9,16.17
74.25,173.75,8.33,76.9,16.18,0.03,7.67,18.65
71.5,177.25,33.67,118.55,15.13,0.03,8.15,8.8
82,174.5,4.2,54.35,19.85,0,9.73,10.77
89.75,185.5,6.3,59.03,19.88,0.03,10.67,5.4
88.75,201.75,22.42,86,18.23,0,8.85,5.9
96,216.5,20.83,74.43,17.72,0,8.9,5.9
84.25,190,4.1,45.38,17.3,0.03,7.02,10.3
62.25,132.5,9.83,48.32,16.97,0,6.9,17.62
75,138.5,3.8,32.23,20.27,0.03,8.1,37.72
74.75,156.75,3.07,33.67,21.35,0.05,13.85,72.05
71,136.5,1.38,20.5,22.22,0.1,13.85,105.83
58.5,105.75,0.97,14.1,19.62,0.1,11.83,107.8
45.25,77,0.53,9.18,17.65,0.1,15.12,91.62
34.75,63.5,0.8,14.7,19.78,0.1,16.03,101.93
27.75,58.75,0.57,11.78,18.22,0.1,12.12,109.75
28.25,60.5,0.9,13.62,17.93,0.05,11.85,114.17
32.5,72,1.12,14.88,16.33,0.1,12.35,116.62
36.5,89.5,0.83,15.83,14.72,0.1,10.52,104.38
44,109.25,0.88,21.88,15.17,0.1,11.17,99.48
51.75,128,2,49.82,18.32,0.08,17.7,74.98
71.25,148,0.73,25.12,17.3,0.05,17.53,90.65
55.75,119.5,0.85,18.38,15.85,0.1,14.58,78.88
44.25,94.25,0.35,15.38,15.55,0.1,11.45,80.38
48,86,0.18,17,16.07,0.1,11.73,78.4
53.25,100.5,0.35,16.4,16.27,0.1,12.85,79.88
57.5,108,0.2,14.78,17.07,0.1,11.93,88.67
61.75,109.75,0.38,13.08,18.62,0.1,12.27,81.32
68,113.25,0.2,11.97,20.23,0.1,13.1,80.85
63.25,108.25,0.5,13.7,20.82,0.1,17.45,90.62
67.5,112,0.42,17.18,22.05,0.1,17.47,78.9
66.25,117.5,0.6,19.65,22.47,0.1,13.95,46.1
59.75,106,1.1,16.6,21.25,0.1,8.53,43.12
63,105.5,0.7,15.35,20.2,0.1,17.15,75.45
56,110,0.75,15.33,19.55,0.1,25.42,91.65
51.75,99.25,0.92,15.78,19.4,0.1,16.53,98.98
47,91.25,0.38,14.73,15.7,0.1,28.35,87.7
49.5,94,62.5,85.72,11.78,0.1,57.2,89.15
53.25,102.25,1.42,28.07,22.8,0.1,81.27,119.08
47.25,95.25,2.2,39.25,25.55,0.1,102.12,122.02
48,98.5,1.38,31.5,14.22,0.1,77.35,126.42
53.75,95.75,1.18,22.05,14.53,0.1,28.6,117.6
45,97.75,2.18,31.22,13.2,0.08,15.17,98.48
54.25,126,1.4,32.47,15.25,0.05,16.73,95.55
77,160.5,1.03,36.82,16.35,0.03,14.73,79.87
85,154.5,0.68,22.17,15.95,0.05,9.6,81.85
72.5,118.5,1.03,16.6,16.35,0.1,7.93,73.98
68.25,101.75,1,13.2,17,0.1,7.73,75.45
60,92,0.43,11.72,17.2,0.1,8.62,77.4
58.75,96,0.55,18.25,19.12,0.1,8.27,57.82
66.5,109.5,0.05,19.68,20.92,0.08,8.73,55.85
65,104,0.3,15.18,21.33,0.1,10.27,55.37
65,100.25,0.18,11.6,21.15,0.08,9.27,50.95
64.5,97.75,0.2,14.38,21.25,0.05,7.43,39.7
62.25,95.75,0.78,17.6,22.03,0.03,6.77,21.08
60.5,94.5,0.92,18.25,20.3,0.03,6.18,23.03
64.25,106,5.73,29.7,20.18,0,6.38,19.6
69.25,116.25,2.65,21.6,21.12,0,19.53,60.75
62,109.75,1.42,16.55,19.22,0.08,30.65,83.77
55.5,104.75,1.77,15.77,18.58,0.1,18.45,95.05
53,102,61.22,85.1,19.97,0.28,16.97,120.52
47.75,113.75,1.23,17.22,18.77,0.13,17.22,129.87
54.5,98.5,0.7,16.38,20.1,0.1,16.55,138.65
57.25,107,0.92,21.53,30.15,0.15,13.38,144.55
53.75,103,0.57,19.45,15.97,0.1,15.92,133.28
59.75,117.75,1.78,32.78,13.4,0.1,14.98,109.27
65.25,146,1.95,37.35,15.28,0.1,14.48,89.67
75.5,153.25,2.1,28.8,16.9,0.1,14.87,89.67
74.5,143.5,1.65,18.93,16,0.1,10.85,89.67
66.75,106.5,1.95,28.38,15.22,0.1,9.6,79.88
69.25,118.25,2.05,23.72,17,0.1,9.32,75.98
79,122,1.55,26.55,19.03,0.1,9.17,69.1
69.25,116,0.78,22.8,19,0.1,8.08,72.52
65,127,0.58,24.05,19.8,0.1,8.42,67.6
76,131.25,1.2,32.25,19.2,0.1,8.87,46.55
72.75,127.75,0.35,28.5,19.28,0.1,8.05,44.1
73.75,134.75,0.95,38.05,17.42,0.1,8.33,39.7
79.75,140.75,1.18,52.57,17.8,0.1,7.83,24.03
83.75,144.25,6.4,68.05,19.1,0.05,6.95,11.28
89,149,5.87,51.38,19.18,0.05,7.48,32.82
86.5,146,2.78,32.05,20.5,0.1,11.62,59.77
75.25,124,2.23,25.35,18.88,0.1,15.83,83.8
62.25,111.75,2.38,23.3,18.37,0.1,12.7,103.4
56.75,107,78.65,161.43,197.97,0.1,19.75,127.4
54.5,101.75,1.22,19.9,17.52,0.1,27.3,129.85
50.75,103.25,1.22,20.8,19.65,0.1,35.28,138.2
53.25,104.75,1.27,27.02,19.25,0.05,28.57,136.7
53.25,116.25,0.98,20.2,15.63,0.1,32.65,133.3
53,139,0.18,29.4,12.28,0.1,20.08,112.7
64.25,200,0.8,56.5,14.73,0.1,20.67,92.62
82,186.75,2.62,51.8,16.55,0.08,19.2,75.45
89.25,187.25,1.55,35.47,17.25,0.05,22.9,86.75
93.75,175.25,1.9,46.55,17.5,0.1,25.45,68.12
97.75,193.25,2,49.57,17.22,0.08,21.57,49.03
103,227,2.87,62.08,16.55,0.03,15.4,28.45
99,298.5,1.5,48,19.97,0.1,11.55,46.05
99.25,175.75,1.2,41.67,18.57,0.23,10.85,62.25
102.25,160.25,0.58,48.25,16.92,0.08,10.53,52.9
102.25,158.25,1.8,82.6,17.97,0.05,14.93,19.6
108.5,174.5,0.68,58,18.88,0.05,13.75,33.32
